time,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,sc_25,sc_26,sc_27,sc_28,sc_29,sc_30,sc_31,sc_32,sc_33,sc_34,sc_35,sc_36,sc_37,sc_38,sc_39,sc_40,sc_41,sc_42,sc_43,sc_44,sc_45,sc_46,sc_47,sc_48,sc_49,sc_50,mean,obs
2013_8,234.08999999999997,83.15,127.51,486.38,233.37,135.47,76.2,128.69,405.08,175.99,140.79,108.83,246.54999999999998,116.3,162.65,148.54,162.63,316.69,156.74,126.08,203.21,151.35,155.18,96.25999999999999,145.72,,,,,,,,,,,,,,,,,,,,,,,,,,,180.92000000000002,114.82000000000001
2013_9,108.35,72.82000000000001,54.540000000000006,110.03,106.44,243.21,106.14999999999999,135.06,25.51,17.33,72.5,141.73,49.15,62.49999999999999,191.26,91.48,63.160000000000004,135.85000000000002,108.64,80.98,77.62,75.58,201.32999999999998,26.11,161.85,,,,,,,,,,,,,,,,,,,,,,,,,,,100.75,137.26
2013_10,54.53,128.12,55.7,75.59,128.64000000000001,106.5,166.98,135.85999999999999,66.61999999999999,47.14,58.669999999999995,30.1,60.82,35.12,59.85,37.82,190.57999999999998,27.08,131.98999999999998,12.54,89.80000000000001,64.73,48.37,196.89,53.01,,,,,,,,,,,,,,,,,,,,,,,,,,,82.51,24.049999999999997
2013_11,69.08,57.61,21.29,25.61,32.32,19.080000000000002,24.14,39.27,85.03,37.56,12.28,9.49,24.53,34.050000000000004,25.47,6.47,29.73,42.38,37.44,26.8,32.29,33.95,20.49,33.49,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,32.41,47.06
2013_12,19.46,19.88,19.089999999999996,7.17,17.03,17.74,20.32,6.6899999999999995,35.129999999999995,16.52,14.719999999999999,7.57,12.45,9.94,3.53,5.91,8.76,5.81,20.81,7.0,3.89,25.85,6.99,8.21,19.55,,,,,,,,,,,,,,,,,,,,,,,,,,,13.61,21.14
2014_1,21.46,11.56,30.73,38.04,52.7,4.83,6.78,22.23,22.61,12.82,23.14,6.37,9.92,8.25,18.2,13.280000000000001,27.86,15.8,16.35,48.68,13.940000000000001,27.64,11.620000000000001,6.6899999999999995,57.03,,,,,,,,,,,,,,,,,,,,,,,,,,,21.13,11.38
2014_2,25.13,21.06,35.31,63.400000000000006,38.12,44.51,47.339999999999996,26.57,38.839999999999996,35.69,23.32,24.82,56.54,66.57,12.76,10.51,26.509999999999998,23.419999999999998,41.910000000000004,57.3,72.48,50.31,25.43,38.38,21.14,,,,,,,,,,,,,,,,,,,,,,,,,,,37.08,23.46
2014_3,15.57,71.15,33.78,59.720000000000006,89.46000000000001,85.08,51.13,18.87,51.51,59.24,38.0,34.089999999999996,91.50999999999999,54.65,23.09,48.85,18.1,54.97,17.93,28.87,39.57,44.339999999999996,26.66,86.58,65.21000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,48.32,35.24
2014_4,25.38,85.53,72.6,20.39,46.85,66.23,134.3,86.61,67.15,27.75,32.97,32.96,44.65,56.25,73.78,42.04,66.72,89.24,36.3,72.15,79.56,16.39,81.05,101.65,39.93,,,,,,,,,,,,,,,,,,,,,,,,,,,59.96,49.56
2014_5,91.75999999999999,19.06,52.81,33.75,43.99,143.27,23.119999999999997,110.3,77.15,172.97,46.08,86.83,105.47,38.3,68.28,76.75,78.33,36.02,77.93,65.81,99.94,90.03,73.76,96.48,92.95,,,,,,,,,,,,,,,,,,,,,,,,,,,76.07,35.5
2014_6,213.19,74.42,137.66,101.09,82.19,62.93,112.62,104.37,160.10999999999999,103.34,112.01,85.08,112.32,53.629999999999995,148.5,103.2,126.13,131.63,146.15,137.2,124.87,119.9,86.09,207.61,148.37,,,,,,,,,,,,,,,,,,,,,,,,,,,119.8,86.08
2014_7,321.01,190.19,409.87,507.13,186.45,222.20000000000002,404.27,153.29999999999998,289.33,326.54,562.37,113.80000000000001,160.41,146.6,276.04,330.11,416.17,366.72,385.28000000000003,521.66,199.38,346.29999999999995,184.8,100.34,381.23,,,,,,,,,,,,,,,,,,,,,,,,,,,300.07,96.85
2014_8,275.91,442.58,232.01,272.19,448.28,489.54,441.74,327.65999999999997,330.53000000000003,397.96,263.40999999999997,339.79,396.64,334.07,527.3,428.97,300.48,331.18,632.45,303.24,269.46999999999997,312.05,275.52,467.93,517.06,,,,,,,,,,,,,,,,,,,,,,,,,,,374.32,254.18
2014_9,97.69,76.71000000000001,109.85000000000001,111.72,122.05,112.3,71.19,169.18,24.01,67.03999999999999,66.3,65.69,106.59,83.38000000000001,97.3,130.67,107.21000000000001,106.75,74.53999999999999,121.2,96.62,64.61,268.11,118.84,180.47,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,121.69000000000001
2014_10,35.77,16.23,17.58,91.17,39.7,43.11,49.6,47.98,21.5,11.9,6.0600000000000005,24.39,24.54,46.41,56.63,34.31,60.92,35.22,70.15,25.79,45.77,17.88,27.48,64.91,93.33,,,,,,,,,,,,,,,,,,,,,,,,,,,40.33,120.55000000000001
2014_11,38.58,15.0,60.0,66.05,7.59,30.16,20.75,23.81,38.06,15.85,48.06,59.74,55.39,18.01,32.72,45.66,18.05,16.44,19.83,15.549999999999999,65.95,18.25,17.32,23.4,12.51,,,,,,,,,,,,,,,,,,,,,,,,,,,31.32,24.35
2014_12,4.8100000000000005,29.07,15.919999999999998,15.55,6.91,8.09,6.92,8.67,15.84,9.700000000000001,12.39,13.71,33.97,12.5,13.8,9.7,20.52,7.46,33.36,17.51,21.69,6.84,12.29,8.290000000000001,10.21,,,,,,,,,,,,,,,,,,,,,,,,,,,14.23,13.08
2015_1,18.66,25.220000000000002,39.21,18.65,18.97,9.43,6.43,13.1,23.67,10.13,14.97,25.32,10.52,41.52,15.09,9.04,8.06,18.66,23.81,16.3,14.0,21.18,26.18,12.58,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,17.79,13.49
2015_2,11.61,10.75,30.3,56.59,23.49,46.24,41.91,7.390000000000001,18.45,58.60999999999999,9.969999999999999,21.3,21.82,13.22,71.3,19.66,18.08,40.25,20.86,42.55,29.64,7.23,25.97,11.97,40.59,,,,,,,,,,,,,,,,,,,,,,,,,,,28.02,17.86
2015_3,36.68,11.459999999999999,62.77,31.09,65.66,26.62,29.92,71.13,44.72,51.32,46.06,36.44,15.41,54.31,45.86,87.17999999999999,61.6,47.24,25.04,22.59,36.22,38.69,35.230000000000004,34.99,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,41.46,25.93
2015_4,42.32,104.09,119.26,79.31,34.67,79.64,135.9,123.14,110.26,44.57,127.96000000000001,149.54,62.35,98.67,114.9,30.85,150.01,88.42,91.16,124.64,82.62,128.26,103.63,89.63,123.01,,,,,,,,,,,,,,,,,,,,,,,,,,,97.56,71.25999999999999
2015_5,88.52000000000001,108.35000000000001,68.74000000000001,80.23,65.67999999999999,43.49,134.14000000000001,39.21,59.86,44.95,61.99,103.16000000000001,32.4,60.59,118.21,164.99,94.82000000000001,43.0,91.84,69.42999999999999,190.88,73.22,70.11,100.72,115.12,,,,,,,,,,,,,,,,,,,,,,,,,,,84.95,25.94
2015_6,358.68,57.910000000000004,225.44,420.62,121.84,55.85,183.82,100.35,323.46,98.07,145.22,207.85000000000002,90.75,137.96,45.269999999999996,209.45000000000002,87.99,77.81,146.95,64.4,97.47,104.21000000000001,183.51999999999998,167.47,227.99,,,,,,,,,,,,,,,,,,,,,,,,,,,157.62,91.19
2015_7,204.54,280.65,82.63,167.47,152.79,482.56,290.86,243.46,514.66,155.48,155.79,589.98,124.19,144.41,128.14000000000001,316.47,306.98,311.22,516.52,116.00999999999999,327.34999999999997,113.13,305.22,246.79,245.24,,,,,,,,,,,,,,,,,,,,,,,,,,,260.9,162.18
2015_8,309.27,102.39,165.44,204.66,530.69,209.51,371.5,269.29,237.39,330.46999999999997,160.62,137.09,143.82,124.97,149.86,343.21000000000004,133.45,219.07999999999998,91.95,341.98,163.16,304.73,191.23,145.38,221.1,,,,,,,,,,,,,,,,,,,,,,,,,,,224.08,107.23
2015_9,256.84,271.1,126.63,219.01,114.89999999999999,129.01,94.02,110.68,90.17,124.23,136.84,163.33,219.21,134.16,128.87,122.86,174.57,151.29,344.59999999999997,83.51,87.06,87.35,165.8,49.74,49.82,,,,,,,,,,,,,,,,,,,,,,,,,,,145.43,29.62
2015_10,39.94,46.2,21.62,55.81,65.97,86.64,42.0,69.75999999999999,65.56,22.91,46.7,44.43,49.85,29.38,102.56,95.0,24.22,95.91,138.53,153.39,75.53,35.6,21.96,82.32,34.160000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,61.85,56.97
2015_11,110.14,102.58,105.4,147.62,101.65,49.0,96.96,67.25,94.58,45.76,47.2,46.730000000000004,82.3,44.61,27.3,56.5,126.97,127.5,129.77,110.61999999999999,68.67,108.97999999999999,100.55,178.99,74.23,,,,,,,,,,,,,,,,,,,,,,,,,,,90.08,113.95
2015_12,14.82,15.83,22.6,26.8,38.13,41.14,11.370000000000001,27.16,22.62,14.610000000000001,19.1,16.05,11.83,37.050000000000004,19.29,41.129999999999995,22.52,15.91,18.729999999999997,13.549999999999999,20.12,14.4,28.25,14.209999999999999,27.78,,,,,,,,,,,,,,,,,,,,,,,,,,,22.189999999999998,25.91
2016_1,21.5,29.72,17.36,10.01,11.08,8.41,12.840000000000002,47.27,15.54,40.08,68.13000000000001,6.42,11.82,13.99,14.64,44.47,12.58,10.46,11.78,20.18,9.52,19.650000000000002,26.89,5.92,42.44,,,,,,,,,,,,,,,,,,,,,,,,,,,21.31,2.41
2016_2,38.26,18.65,13.25,32.230000000000004,29.240000000000002,16.38,28.84,20.66,17.64,20.84,63.21,14.52,14.84,9.25,17.58,23.83,14.32,31.9,4.79,18.63,30.779999999999998,37.4,15.1,19.4,26.27,,,,,,,,,,,,,,,,,,,,,,,,,,,23.13,49.27
2016_3,99.63000000000001,72.65,73.69,169.93,42.92,39.24,43.91,22.7,71.05,97.62,42.37,112.35,41.09,97.48,71.17,104.86,101.75,81.46000000000001,160.67000000000002,36.97,72.74,86.38,29.12,60.48,56.51,,,,,,,,,,,,,,,,,,,,,,,,,,,75.56,26.82
2016_4,40.629999999999995,60.32,98.52,12.47,107.96,31.419999999999998,52.07,60.519999999999996,89.21,126.2,68.53,21.150000000000002,101.03,100.53,93.36,47.8,51.75,83.91,93.59,116.53,69.4,65.0,58.660000000000004,66.66,60.220000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,71.08,96.92
2016_5,150.3,121.29,61.870000000000005,137.54,49.160000000000004,72.02,277.15,38.800000000000004,217.4,135.08,149.27,179.72,106.08,145.98000000000002,85.42,94.27,60.87,90.11,59.85,130.82,100.41,110.97999999999999,185.89,280.14,122.8,,,,,,,,,,,,,,,,,,,,,,,,,,,126.53,71.19
2016_6,118.28,119.54,145.96,86.85,129.20000000000002,142.18,73.63,201.31,129.24,163.9,75.66,88.02,128.13,87.96,175.96,130.83,144.18,66.08,104.95,79.08,221.99,209.59,253.43,171.28,80.05,,,,,,,,,,,,,,,,,,,,,,,,,,,133.07,47.44
2016_7,929.8,375.13,401.11,323.86,378.66,654.67,297.18,395.89,432.22,261.32,249.74,436.74,823.22,390.64,444.9,333.48,278.51,284.48,552.87,346.81,612.4,567.78,343.06,333.26,494.23,,,,,,,,,,,,,,,,,,,,,,,,,,,437.67,416.35
2016_8,320.25,147.66,154.04,244.31,304.28,359.28999999999996,266.96,189.89,208.47,173.62,332.54,142.89,85.38,87.14,180.45000000000002,275.83,185.37,250.98000000000002,291.05,422.52,190.35,75.27,104.2,203.3,223.57,,,,,,,,,,,,,,,,,,,,,,,,,,,216.78,105.05
2016_9,86.27,94.26,151.93,104.93,204.64000000000001,91.12,157.14,208.32,117.57,246.45,121.3,57.370000000000005,271.16,135.57,100.92,295.45,158.63,152.53,161.35,251.45000000000002,126.11999999999999,304.42,62.58,183.98,318.83,,,,,,,,,,,,,,,,,,,,,,,,,,,166.57999999999998,69.42
2016_10,227.92000000000002,95.13,173.21,122.15,40.76,43.23,95.39,63.970000000000006,150.36,51.13,104.47,71.03,49.55,160.05,70.6,77.18,35.660000000000004,69.47,126.22,24.21,65.66,130.47,41.79,69.12,97.55,,,,,,,,,,,,,,,,,,,,,,,,,,,90.26,91.34
2016_11,20.54,21.419999999999998,15.87,30.939999999999998,36.47,53.56,23.930000000000003,13.02,21.82,27.45,27.400000000000002,29.33,37.32,37.86,25.86,48.89,26.37,37.1,48.9,39.03,41.54,23.33,27.419999999999998,20.91,15.86,,,,,,,,,,,,,,,,,,,,,,,,,,,30.07,16.11
2016_12,7.800000000000001,20.98,14.32,25.78,14.2,15.34,23.16,15.11,16.6,6.4,4.93,20.86,4.37,9.59,29.88,12.12,8.78,17.8,30.560000000000002,29.1,23.41,3.57,31.07,10.700000000000001,27.53,,,,,,,,,,,,,,,,,,,,,,,,,,,16.96,54.85
2017_1,11.02,17.49,3.94,20.94,6.92,20.240000000000002,2.1,9.72,10.68,20.47,22.2,18.099999999999998,11.33,7.46,12.950000000000001,20.09,19.75,10.79,5.09,5.54,25.11,2.44,16.54,2.29,15.28,11.66,2.81,17.12,8.58,14.78,20.55,13.79,9.5,18.31,14.19,2.77,16.169999999999998,14.24,10.19,8.23,14.67,14.940000000000001,9.42,25.76,9.16,18.4,4.24,29.46,12.1,7.33,14.84,12.97,14.200000000000001
2017_2,46.03,25.08,17.33,45.86,25.89,24.509999999999998,10.54,17.09,71.28,45.08,25.36,28.62,11.75,49.34,26.59,30.32,66.66,40.07,13.72,48.87,17.5,81.82,40.34,25.54,26.439999999999998,10.25,12.51,28.6,10.88,15.36,16.06,32.25,28.810000000000002,23.490000000000002,32.0,24.3,18.92,36.49,8.08,15.11,35.03,8.6,8.94,28.59,13.42,24.7,23.28,12.84,27.84,36.980000000000004,14.23,27.65,23.49
2017_3,63.58,48.78,57.12,27.849999999999998,38.66,54.160000000000004,45.67,32.980000000000004,30.43,40.44,10.97,46.74,22.15,13.78,45.42,31.8,29.52,20.74,32.37,37.78,51.24,38.22,13.85,23.16,33.78,18.56,14.95,38.410000000000004,15.15,17.48,41.04,37.17,53.21,16.98,58.120000000000005,19.94,16.92,54.54,27.16,15.58,55.84,43.11,61.61,29.22,20.73,47.89,35.83,76.62,38.61,20.03,38.4,35.38,20.45
2017_4,115.35000000000001,55.71,76.65,85.25,64.95,49.169999999999995,39.519999999999996,67.65,82.67,79.72,44.41,86.47,50.129999999999995,81.97,174.12,58.660000000000004,35.24,87.8,33.82,89.35,56.88,90.58,46.050000000000004,93.26,127.16000000000001,62.71,63.67,96.79,36.83,45.1,77.32,95.14,84.28,62.47,71.42,81.68,70.26,92.8,110.74000000000001,94.53,65.55,61.39,60.2,58.71,104.01,115.82,33.769999999999996,56.9,58.28,67.4,95.71,74.41,66.74
2017_5,60.0,69.81,96.37,149.63,59.53,104.83,26.17,46.769999999999996,82.83,25.509999999999998,68.24,47.68,45.370000000000005,82.3,62.75,69.36,88.92999999999999,64.14999999999999,39.35,75.6,37.43,93.94,104.42999999999999,72.65,42.07,60.44,65.76,94.61999999999999,41.41,93.65,185.89,104.77999999999999,64.26,57.25,58.55,65.53999999999999,79.41,53.84,74.18,43.5,89.69,90.80999999999999,92.94999999999999,165.07999999999998,67.06,33.68,102.33,80.96000000000001,81.62,51.9,56.75,73.96,22.28
2017_6,151.08,206.88,187.94,162.07999999999998,250.84,133.16,277.38,198.7,145.79,95.29,141.59,156.54,56.309999999999995,82.38,144.81,78.61,82.77,109.47999999999999,123.78999999999999,75.75,68.58,58.25,86.49,236.26999999999998,126.74,220.45,164.13,184.81,127.35,185.1,176.21,114.31,143.31,39.6,166.73000000000002,229.18,126.19,248.0,194.12,200.89999999999998,62.050000000000004,165.6,105.11,71.6,171.51999999999998,231.43,113.32,68.06,78.12,69.38,161.22,142.25,81.42
2017_7,569.67,507.7,661.91,380.34000000000003,365.03000000000003,436.05,299.62,570.49,309.15,587.88,509.81,443.14,604.05,474.94,461.74,470.4,316.77,718.44,416.41,431.85,303.63,391.15999999999997,460.74,401.8,421.13,516.5,668.36,391.11,348.22,380.35,521.97,343.07,356.54,395.1,678.21,358.8,417.95,488.03,343.76,504.89,489.84999999999997,292.02,537.99,366.05,306.19,481.81,305.73,398.71,317.89,537.83,397.79,444.31,444.64
2017_8,384.32,238.06,438.57,382.05,182.65,392.31,184.5,273.26,102.39999999999999,398.43,332.46,196.54000000000002,519.72,203.85,276.57,379.77,276.23,571.89,341.02,452.69,375.83,272.09,502.87,182.03,448.0,297.84000000000003,465.09,230.70000000000002,300.7,418.61,367.25,516.9399999999999,102.91,510.05,219.67,195.48,136.54999999999998,200.35,450.93,445.57,266.69,202.61,145.31,353.72,163.98000000000002,420.87,280.94,213.67,168.9,362.17,106.47,310.81,246.97
2017_9,87.86,64.77,147.83,72.28,58.26,127.82,31.49,214.25,113.57000000000001,103.99,110.45,122.05,36.4,99.91,58.36,75.79,102.77,173.5,81.08999999999999,187.07,118.30000000000001,35.68,221.11,61.07,66.15,162.98,116.47,95.24000000000001,97.76,157.09,48.050000000000004,89.66,37.410000000000004,107.58,201.91,90.58,54.050000000000004,73.99,83.91000000000001,68.67,56.7,103.97,64.11,66.04,117.08,164.4,45.22,124.28999999999999,242.81,61.31,116.92999999999999,102.36,38.56
