time,month,CRPS_2
2011_1,1,15.626640000000004
2011_2,2,7.8476159999999915
2011_3,3,58.257199999999955
2011_4,4,132.87929599999993
2011_5,5,247.7712800000001
2011_6,6,551.394672
2011_7,7,376.7014239999999
2011_8,8,30.826191999999935
2011_9,9,31.755904000000015
2011_10,10,18.272896000000024
2011_11,11,11.516303999999995
2011_12,12,4.9462400000000155
2012_1,1,21.624208000000003
2012_2,2,7.616496
2012_3,3,37.47587200000001
2012_4,4,16.64744000000006
2012_5,5,34.09451199999996
2012_6,6,46.72104000000009
2012_7,7,73.82966399999988
2012_8,8,31.898239999999873
2012_9,9,30.710351999999972
2012_10,10,17.732911999999974
2012_11,11,21.95371199999999
2012_12,12,34.153776
2013_1,1,16.071055999999988
2013_2,2,5.70486399999997
2013_3,3,10.950127999999982
2013_4,4,15.804655999999998
2013_5,5,29.419264000000005
2013_6,6,66.1613280000001
2013_7,7,46.880079999999865
2013_8,8,69.16270400000013
2013_9,9,21.321215999999993
2013_10,10,21.322304000000024
2013_11,11,14.751184000000002
2013_12,12,2.843568000000004
2014_1,1,9.277423999999993
2014_2,2,18.785871999999998
2014_3,3,26.562576000000018
2014_4,4,31.86127999999998
2014_5,5,51.040031999999975
2014_6,6,182.35646400000002
2014_7,7,92.96132800000005
2014_8,8,86.36116800000005
2014_9,9,53.642656
2014_10,10,56.921808
2014_11,11,5.639136000000004
2014_12,12,3.3707679999999973
2015_1,1,11.149439999999998
2015_2,2,24.57206399999998
2015_3,3,16.634048000000003
2015_4,4,73.65862399999999
2015_5,5,57.44419199999998
2015_6,6,204.2521440000001
2015_7,7,132.14854400000013
2015_8,8,170.00568
2015_9,9,67.90500800000001
2015_10,10,46.22352000000002
2015_11,11,18.04115199999998
2015_12,12,6.554048000000005
2016_1,1,4.667535999999997
2016_2,2,7.910431999999997
2016_3,3,19.564528000000003
2016_4,4,20.953904
2016_5,5,99.66195199999999
2016_6,6,45.469904
2016_7,7,110.27022399999991
2016_8,8,165.40273599999983
2016_9,9,24.862527999999983
2016_10,10,12.20342399999998
2016_11,11,20.080047999999984
2016_12,12,26.889439999999993
2017_1,1,3.5710688196847435
2017_2,2,18.376559015763164
2017_3,3,12.474056132256866
2017_4,4,46.38747020376779
2017_5,5,69.26290272971931
2017_6,6,48.17182237600902
2017_7,7,44.265770857362824
2017_8,8,143.67555171088054
2017_9,9,47.628266051518594
2017_10,10,33.96121107266441
2017_11,11,4.288169934640544
2017_12,12,3.2548096885813136
2018_1,1,3.0584890426759017
2018_2,2,14.645017301038065
2018_3,3,32.946435986159116
2018_4,4,109.92247981545557
2018_5,5,27.252114571318764
2018_6,6,45.27833910034593
2018_7,7,39.06437139561709
2018_8,8,94.73836216839673
2018_9,9,42.7759707804691
2018_10,10,35.0995347943099
2018_11,11,29.25297962322184
2018_12,12,3.516978085351786
2019_1,1,12.695232602845087
2019_2,2,19.72659361783927
2019_3,3,12.181780084582854
2019_4,4,38.97415609381008
2019_5,5,24.585605536332196
2019_6,6,115.0501384083044
2019_7,7,101.57237985390233
2019_8,8,65.50215301807017
2019_9,9,24.28519415609373
2019_10,10,25.561422529796225
2019_11,11,20.561507112648986
2019_12,12,33.2879046520569
2020_1,1,29.072072279892318
2020_2,2,11.024759707804698
2020_3,3,74.59603229527106
2020_4,4,10.153587081891601
2020_5,5,24.093663975394108
2020_6,6,66.90227989234916
2020_7,7,180.86561707035767
2020_8,8,61.62538254517476
2020_9,9,69.5606459054211
2020_10,10,10.589500192233764
2020_11,11,5.06003460207611
2020_12,12,14.915359477124168
