time,month,CRPS_1
2011_1,1,15.284271999999998
2011_2,2,6.383056000000003
2011_3,3,19.426144
2011_4,4,70.325648
2011_5,5,61.229136000000004
2011_6,6,205.420544
2011_7,7,406.38999999999993
2011_8,8,52.61900799999999
2011_9,9,15.598192000000004
2011_10,10,12.106992000000004
2011_11,11,19.982896000000046
2011_12,12,15.101279999999996
2012_1,1,12.417584000000009
2012_2,2,19.181903999999992
2012_3,3,6.443695999999997
2012_4,4,14.35132800000001
2012_5,5,7.564399999999999
2012_6,6,33.044368000000006
2012_7,7,76.38275200000004
2012_8,8,116.08651200000006
2012_9,9,34.41179200000001
2012_10,10,12.140511999999996
2012_11,11,9.017839999999998
2012_12,12,8.125327999999998
2013_1,1,3.4037439999999988
2013_2,2,12.879135999999995
2013_3,3,9.623743999999991
2013_4,4,6.645759999999989
2013_5,5,8.96167999999999
2013_6,6,46.10387199999999
2013_7,7,124.18950400000003
2013_8,8,11.38499200000004
2013_9,9,34.96179199999998
2013_10,10,36.516224000000015
2013_11,11,6.512239999999995
2013_12,12,6.976191999999996
2014_1,1,15.325184000000002
2014_2,2,21.276656000000006
2014_3,3,16.51809599999999
2014_4,4,11.788352
2014_5,5,29.912367999999997
2014_6,6,28.539984000000004
2014_7,7,69.50446400000001
2014_8,8,20.602303999999997
2014_9,9,23.26993599999998
2014_10,10,63.266032
2014_11,11,6.262431999999992
2014_12,12,12.877695999999998
2015_1,1,12.316719999999997
2015_2,2,12.732991999999992
2015_3,3,18.089327999999995
2015_4,4,28.056767999999987
2015_5,5,46.13012800000003
2015_6,6,38.42995199999994
2015_7,7,25.534416000000014
2015_8,8,21.628911999999993
2015_9,9,64.841264
2015_10,10,9.120447999999996
2015_11,11,11.994607999999985
2015_12,12,18.585760000000008
2016_1,1,24.091936
2016_2,2,9.204191999999992
2016_3,3,48.83910400000002
2016_4,4,11.840543999999976
2016_5,5,36.85235199999999
2016_6,6,70.73734400000004
2016_7,7,79.84955200000002
2016_8,8,25.371984000000012
2016_9,9,41.15238399999997
2016_10,10,13.091999999999988
2016_11,11,13.608288000000005
2016_12,12,8.710799999999999
2017_1,1,6.542399077277971
2017_2,2,9.520169165705502
2017_3,3,16.061510957324117
2017_4,4,10.096166858900393
2017_5,5,42.26749711649368
2017_6,6,44.05399461745485
2017_7,7,89.01552095347948
2017_8,8,28.791045751634037
2017_9,9,27.601776239907718
2017_10,10,40.32687427912341
2017_11,11,9.655782391387952
2017_12,12,2.8156439830834366
2018_1,1,9.571322568242977
2018_2,2,6.663956170703575
2018_3,3,14.467174163783156
2018_4,4,14.360561322568302
2018_5,5,57.28197231833906
2018_6,6,29.431322568242933
2018_7,7,15.54287581699338
2018_8,8,141.78520184544405
2018_9,9,19.07916186082278
2018_10,10,16.2841138023837
2018_11,11,7.998892733564023
2018_12,12,3.9738062283737
2019_1,1,24.322529796232228
2019_2,2,26.376209150326794
2019_3,3,8.905167243367963
2019_4,4,7.799511726259109
2019_5,5,27.963452518262205
2019_6,6,35.51576701268741
2019_7,7,24.44149173394851
2019_8,8,19.095240292195342
2019_9,9,19.942083813917733
2019_10,10,67.99681660899662
2019_11,11,20.25280661284122
2019_12,12,11.32569011918491
2020_1,1,12.080907343329514
2020_2,2,7.731099577085745
2020_3,3,39.550757400999586
2020_4,4,21.17891964628989
2020_5,5,18.3738638985006
2020_6,6,31.019119569396388
2020_7,7,31.302383698577344
2020_8,8,162.35019223375633
2020_9,9,21.036447520184588
2020_10,10,21.18101499423298
2020_11,11,6.795670895809293
2020_12,12,7.863763936947332
