time,month,CRPS_3
2011_1,1,6.078240000000026
2011_2,2,70.12768000000005
2011_3,3,103.95803200000009
2011_4,4,377.04441600000007
2011_5,5,502.4589919999999
2011_6,6,559.945328
2011_7,7,325.41692800000004
2011_8,8,29.945632000000153
2011_9,9,35.1579519999999
2011_10,10,19.414191999999996
2011_11,11,16.529392000000044
2011_12,12,27.586992000000002
2012_1,1,12.944272000000002
2012_2,2,19.788655999999943
2012_3,3,26.708303999999988
2012_4,4,35.99670400000002
2012_5,5,54.0320159999999
2012_6,6,82.76956799999988
2012_7,7,72.08091199999987
2012_8,8,30.163936000000035
2012_9,9,35.11555199999995
2012_10,10,38.81224000000001
2012_11,11,25.33187200000001
2012_12,12,46.11968000000001
2013_1,1,11.59807999999996
2013_2,2,9.574624000000043
2013_3,3,12.67369599999995
2013_4,4,14.270032000000022
2013_5,5,67.17955199999994
2013_6,6,46.620655999999656
2013_7,7,51.2251039999999
2013_8,8,95.54015999999996
2013_9,9,26.82977600000003
2013_10,10,20.659152000000013
2013_11,11,10.019583999999991
2013_12,12,5.155439999999993
2014_1,1,28.101632000000002
2014_2,2,37.93856
2014_3,3,66.66803199999998
2014_4,4,55.93838399999998
2014_5,5,163.76441599999995
2014_6,6,168.412688
2014_7,7,126.22094399999988
2014_8,8,42.610783999999995
2014_9,9,39.60729600000003
2014_10,10,54.47136000000003
2014_11,11,8.970303999999977
2014_12,12,7.573039999999979
2015_1,1,35.208208
2015_2,2,30.974160000000023
2015_3,3,56.688096000000044
2015_4,4,95.62532800000004
2015_5,5,151.96798399999997
2015_6,6,337.0305280000002
2015_7,7,226.92260800000005
2015_8,8,183.00423999999987
2015_9,9,25.385696000000003
2015_10,10,45.27531199999999
2015_11,11,10.947423999999991
2015_12,12,8.143136000000013
2016_1,1,28.395808000000013
2016_2,2,10.234191999999997
2016_3,3,40.90499199999996
2016_4,4,70.78971199999988
2016_5,5,45.75113600000003
2016_6,6,100.20350400000012
2016_7,7,181.14296000000007
2016_8,8,136.03697599999998
2016_9,9,30.04939200000004
2016_10,10,25.18950400000006
2016_11,11,16.49155200000002
2016_12,12,15.546
2017_1,1,21.92719338715875
2017_2,2,19.720784313725524
2017_3,3,56.951776239907794
2017_4,4,79.17768166089972
2017_5,5,37.055232602845166
2017_6,6,55.312287581699394
2017_7,7,86.71580161476354
2017_8,8,159.89633217993105
2017_9,9,53.386658977316486
2017_10,10,31.81535563244908
2017_11,11,11.199826989619371
2017_12,12,6.3482237600922815
2018_1,1,9.474294502114596
2018_2,2,67.43824298346786
2018_3,3,126.75333333333336
2018_4,4,52.07541714725106
2018_5,5,55.86495963091133
2018_6,6,42.046120722798705
2018_7,7,55.90861976163022
2018_8,8,133.82847750865056
2018_9,9,50.80285659361786
2018_10,10,46.52736639753943
2018_11,11,7.940019223375595
2018_12,12,8.393348712033832
2019_1,1,19.134721261053492
2019_2,2,37.276766628219846
2019_3,3,62.24576316801229
2019_4,4,62.89736255286428
2019_5,5,150.61731257208777
2019_6,6,254.1977700884276
2019_7,7,97.69628988850457
2019_8,8,59.272233756247815
2019_9,9,24.246220684352224
2019_10,10,30.84436755094206
2019_11,11,57.51356016916573
2019_12,12,46.85389850057665
2020_1,1,10.777789311803165
2020_2,2,54.80282583621671
2020_3,3,50.62059976931941
2020_4,4,29.045774702037555
2020_5,5,43.92828527489432
2020_6,6,88.81950403690888
2020_7,7,210.20447520184575
2020_8,8,41.90168396770447
2020_9,9,62.20779315647827
2020_10,10,16.271114955786263
2020_11,11,11.884471357170323
2020_12,12,42.855717031910785
