time,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,sc_25,sc_26,sc_27,sc_28,sc_29,sc_30,sc_31,sc_32,sc_33,sc_34,sc_35,sc_36,sc_37,sc_38,sc_39,sc_40,sc_41,sc_42,sc_43,sc_44,sc_45,sc_46,sc_47,sc_48,sc_49,sc_50,mean,obs
2012_7,841.8699999999999,575.4000000000001,760.63,934.97,917.6400000000001,810.3499999999999,735.7099999999999,511.20000000000005,941.1500000000001,913.25,476.7,265.34000000000003,1306.83,450.18,715.26,371.78,522.47,545.28,692.8699999999999,949.95,547.3399999999999,777.7,798.43,528.08,975.96,,,,,,,,,,,,,,,,,,,,,,,,,,,714.6899999999999,813.53
2012_8,549.27,429.0,963.3199999999999,759.9699999999999,528.22,550.59,654.03,565.1800000000001,238.76999999999998,360.26,550.54,679.3199999999999,534.38,505.55000000000007,359.47999999999996,445.39,508.7,576.35,213.08,639.5600000000001,352.6,497.41999999999996,862.48,557.5500000000001,666.6000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,541.91,540.01
2012_9,163.29,346.65000000000003,83.53999999999999,121.05,169.03,343.54,237.74,212.51,175.92999999999998,162.13,363.61,357.94,192.42999999999998,329.71,216.94,176.54,140.78,299.89,361.47,218.63,178.28,220.3,433.78000000000003,162.93,240.11,,,,,,,,,,,,,,,,,,,,,,,,,,,236.34,262.83
2012_10,65.49000000000001,38.77,95.77,55.79,89.41999999999999,95.39999999999999,116.29999999999998,72.92,92.71000000000001,159.19,125.24,68.72999999999999,40.089999999999996,148.46,165.89,87.75,111.44000000000001,90.49,77.65,75.21,57.78,78.74000000000001,89.02000000000001,109.47999999999999,135.78,,,,,,,,,,,,,,,,,,,,,,,,,,,93.7,148.98000000000002
2012_11,80.6,86.13,102.82,84.5,65.94,82.9,151.29,102.42,86.77,64.86,97.07,108.14,102.63,66.31,73.2,78.58000000000001,167.32999999999998,57.7,40.169999999999995,99.61000000000001,49.29,124.57999999999998,95.2,79.64,110.55000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,90.3,125.53
2012_12,101.09,86.44999999999999,71.06,22.38,72.86000000000001,71.67,66.2,107.66,75.89,55.64,45.31,46.24,51.49999999999999,72.32,56.739999999999995,28.650000000000002,69.78,96.56,38.99,66.73,66.88,50.68,68.22999999999999,69.67,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,63.58,121.47999999999999
2013_1,102.63999999999999,134.38,100.36000000000001,96.22999999999999,111.25999999999999,85.91,65.45,147.47,101.70999999999998,156.63,158.29,86.65,69.07,125.24,81.85,129.57,63.040000000000006,145.42,153.66,79.41,92.16,106.43,90.37,135.34,84.52,,,,,,,,,,,,,,,,,,,,,,,,,,,108.11000000000001,119.5
2013_2,171.82,194.65000000000003,149.33,165.76,157.82000000000002,167.34,249.67999999999998,172.34999999999997,196.24,128.13,158.26,127.35,210.73000000000002,187.69,233.76999999999998,156.74,174.39,192.21,190.51,205.27,139.73000000000002,197.09,174.8,146.67,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,177.89999999999998,162.93
2013_3,165.13,262.77,227.32,164.63,253.60999999999999,126.97,195.41000000000003,223.89000000000004,186.97,238.16000000000003,231.14,240.79000000000002,195.31,148.65,170.3,213.85000000000002,163.92000000000002,155.60000000000002,96.75,202.73999999999998,230.13,215.85999999999999,238.18,138.75,240.32,,,,,,,,,,,,,,,,,,,,,,,,,,,197.09,214.11
2013_4,315.03999999999996,261.64,251.2,199.01,269.44,233.32000000000005,247.14999999999998,300.8,264.86,320.24,216.09,369.56,292.52,446.13,259.90000000000003,393.14,260.56,300.12,386.47,295.73,249.57000000000002,178.78000000000003,282.36,260.45,354.24,,,,,,,,,,,,,,,,,,,,,,,,,,,288.36,287.19
2013_5,385.89,234.63,324.03999999999996,691.26,600.39,819.08,604.45,569.29,563.36,749.24,553.55,616.3,740.78,450.53,402.95000000000005,588.88,361.36,484.67,229.12,878.74,572.8799999999999,385.47,669.3,573.27,786.4300000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,553.4,661.76
2013_6,753.79,740.6700000000001,716.96,648.65,699.76,904.48,514.7700000000001,438.65,888.5,924.0899999999999,930.01,641.4000000000001,650.2,546.7,519.96,719.29,1005.8499999999999,738.9300000000001,495.03,1002.0500000000001,700.96,838.88,474.33,488.76,480.97,,,,,,,,,,,,,,,,,,,,,,,,,,,698.5600000000001,681.5300000000001
2013_7,746.35,784.01,977.54,891.9000000000001,905.1599999999999,597.78,911.3400000000001,673.24,634.55,537.9,1004.21,746.3199999999999,860.3599999999999,784.98,682.76,505.25,1202.98,669.54,702.03,624.04,888.98,830.44,1283.62,464.59999999999997,669.01,,,,,,,,,,,,,,,,,,,,,,,,,,,783.21,698.48
2013_8,476.96,287.55,489.13,928.54,485.7,386.72,183.73000000000002,548.17,544.4799999999999,441.99,591.83,208.49,387.68,485.88,377.85,528.13,427.23,621.22,375.42,342.06,401.65000000000003,396.48,298.56,285.22999999999996,403.94999999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,436.16,276.13
2013_9,151.1,155.89,76.65,206.53,181.8,330.42,148.3,183.39999999999998,74.53,92.15,255.52999999999997,209.4,136.88,148.66,251.1,159.86,140.41,265.01,182.5,114.52000000000001,141.1,127.84,229.69,112.94999999999999,241.45999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,172.69,208.37
2013_10,81.06,157.00000000000003,78.01,150.55,205.69000000000003,122.31,209.5,183.91,113.69,87.94,105.35,80.63,82.71000000000001,158.73999999999998,121.12,133.34,255.25999999999996,100.41,331.76,37.739999999999995,135.66000000000003,99.9,109.61,262.72,97.01,,,,,,,,,,,,,,,,,,,,,,,,,,,140.08,92.25
2013_11,119.17999999999999,119.11,72.95,49.44,78.43,46.760000000000005,45.81,48.36,108.44999999999999,67.07000000000001,76.78,53.8,54.510000000000005,62.550000000000004,71.49,36.65,46.940000000000005,62.400000000000006,90.3,43.550000000000004,66.64,108.72,43.36,63.980000000000004,99.41,,,,,,,,,,,,,,,,,,,,,,,,,,,69.44999999999999,79.58
2013_12,40.04,60.37,110.21,61.78,64.67,53.79,93.21000000000001,32.97,127.83,76.85,53.23,75.12,46.9,87.49,52.260000000000005,44.3,66.83,20.900000000000002,40.97,40.510000000000005,53.86,72.33000000000001,26.71,55.22,71.08000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,61.16,55.980000000000004
2014_1,95.6,152.09,142.38,109.05,86.58,107.63,112.21,58.17000000000001,81.75999999999999,108.44999999999999,83.67,79.85000000000001,105.33000000000001,90.41,100.77,101.5,180.07,102.45,166.09,126.88,123.83999999999999,215.97,100.42,98.97999999999999,192.13,,,,,,,,,,,,,,,,,,,,,,,,,,,116.91,70.08000000000001
2014_2,109.15,158.82,173.86,182.63,232.4,227.08,221.95,190.7,220.19,253.60000000000002,121.51999999999998,117.84,185.97,160.41,95.57,125.29,141.0,168.12,135.29,210.81,237.88,99.61000000000001,165.3,191.84,137.97,,,,,,,,,,,,,,,,,,,,,,,,,,,170.55,108.26
2014_3,171.88,289.98,121.85999999999999,209.70000000000002,316.02,261.17,191.89,224.02,180.87,214.9,201.68,147.33,325.37,135.82,208.05,200.57000000000002,152.69,277.91999999999996,295.51,269.75,224.93,327.48,98.50999999999999,211.25,270.65000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,221.2,120.30000000000001
2014_4,176.95,262.66,204.44,233.32,229.72,479.63,249.56,264.46999999999997,304.73,128.12,283.9,217.04999999999998,208.68,434.21000000000004,380.40999999999997,176.77,353.62,263.96,219.17,192.09,315.73,194.16,278.37,341.03,331.20000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,269.02,171.14
2014_5,529.45,401.88,649.24,486.78,637.1099999999999,436.7099999999999,170.87,623.53,323.28000000000003,497.76,245.56,861.62,422.22,601.16,634.9,405.96000000000004,668.81,85.96000000000001,330.91,509.85,352.41,300.84000000000003,416.27,428.68,535.97,,,,,,,,,,,,,,,,,,,,,,,,,,,462.36,218.43
2014_6,559.95,635.95,531.1700000000001,1058.3,416.42,755.3199999999999,548.04,704.92,786.01,375.12,556.39,726.6800000000001,899.8199999999999,1093.19,660.26,888.07,604.46,420.98,692.11,882.2399999999999,1019.46,558.6700000000001,650.13,825.4399999999999,827.8,,,,,,,,,,,,,,,,,,,,,,,,,,,707.1,437.11
2014_7,682.1800000000001,497.26,944.31,1222.89,424.07000000000005,423.49,583.41,745.29,648.43,682.1700000000001,1014.79,340.49,492.56000000000006,404.03,513.31,936.22,787.4100000000001,735.19,814.77,960.4,674.4000000000001,761.26,792.5900000000001,540.56,731.49,,,,,,,,,,,,,,,,,,,,,,,,,,,694.0999999999999,472.71999999999997
2014_8,588.28,756.7,283.32,401.81,509.31999999999994,596.24,623.45,599.4599999999999,541.7700000000001,507.7099999999999,466.2,469.63,439.35,542.71,694.9,723.89,428.2,577.1600000000001,910.5300000000001,487.15999999999997,477.69999999999993,589.12,717.7700000000001,671.73,641.0099999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,569.8,496.42
2014_9,172.93,164.9,151.92000000000002,178.16,262.25,174.27,146.69,282.56,86.81,244.27,241.32999999999996,349.34999999999997,196.85000000000002,158.16000000000003,163.56,213.57999999999998,191.44,201.15999999999997,217.41,196.91000000000003,203.98000000000002,184.84,336.69,247.64000000000001,344.33,,,,,,,,,,,,,,,,,,,,,,,,,,,212.45,266.59000000000003
2014_10,102.19000000000001,52.97,66.99,161.23,63.470000000000006,93.27999999999999,93.08,104.02,45.23,78.28,107.75999999999999,61.6,67.79,124.4,101.83,139.56000000000003,79.67,66.47,96.13,55.33,67.65,66.24000000000001,72.47,86.66,139.78,,,,,,,,,,,,,,,,,,,,,,,,,,,87.81,157.98000000000002
2014_11,68.55,52.17,93.18,95.25,41.19,39.54,59.11,58.64,89.85,48.09,82.99,103.25,112.85,43.42,79.11,62.879999999999995,70.14,52.25,64.82,71.17,103.87,38.690000000000005,43.230000000000004,75.07,44.28999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,67.72999999999999,50.92
2014_12,39.92,55.56,60.87,71.65,43.370000000000005,103.6,68.69,100.30000000000001,48.91,43.78,44.75,54.97,85.94,46.709999999999994,91.04000000000002,30.5,53.08,48.17,71.74000000000001,36.29,78.63,99.09,45.45,26.4,63.67,,,,,,,,,,,,,,,,,,,,,,,,,,,60.5,44.43
2015_1,210.13,127.07,114.85,116.7,143.73000000000002,151.31,128.84,66.57,116.37,92.94999999999999,79.38,127.44,100.34,100.22000000000001,132.92000000000002,89.41999999999999,105.63,146.8,59.019999999999996,69.57,64.85,86.07000000000001,142.14,87.78,110.33000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,110.78999999999999,57.28
2015_2,212.37,98.28,147.11,188.98000000000002,111.91,184.42000000000002,173.05,158.72,118.83,201.89999999999998,173.01,188.78,222.22000000000003,117.88,248.55,149.44,127.46,243.86,179.62,144.46,205.01999999999998,148.95,168.6,150.33999999999997,117.48000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,167.26999999999998,115.04999999999998
2015_3,127.69,259.38,210.32999999999998,239.89999999999998,211.98,295.66,178.5,283.03000000000003,208.16,226.67000000000002,180.67,126.42999999999999,176.36,260.51,187.71,317.45000000000005,222.23,254.33,125.66999999999999,119.62,269.51,192.28,186.44,210.8,171.86,,,,,,,,,,,,,,,,,,,,,,,,,,,209.78,123.13
2015_4,302.76,277.2,482.70000000000005,268.11,277.52,258.3,369.64,365.95,477.13,305.9,294.75,277.65,238.65,348.48,280.45,161.7,322.53999999999996,252.38,365.26,308.18,413.78,346.40999999999997,265.55,423.84,381.35,,,,,,,,,,,,,,,,,,,,,,,,,,,322.62,188.39
2015_5,799.54,411.89,307.55000000000007,437.89,289.93,314.68,480.16,331.06,288.76,525.23,714.73,488.44,496.63,611.45,683.76,484.14,573.8199999999999,522.51,382.69,486.47,661.86,616.99,618.46,699.6700000000001,567.85,,,,,,,,,,,,,,,,,,,,,,,,,,,511.88,279.31
2015_6,839.39,612.15,821.98,872.78,638.19,506.15000000000003,962.47,989.93,987.3299999999999,1068.6899999999998,569.91,1122.48,723.14,934.87,856.99,735.98,707.29,538.59,829.11,424.08,940.57,854.1200000000001,620.55,858.75,1079.47,,,,,,,,,,,,,,,,,,,,,,,,,,,803.79,360.6
2015_7,659.46,474.80999999999995,720.0899999999999,492.76,396.19,755.17,555.3100000000001,759.6700000000001,958.39,448.45,277.4,1215.19,714.9,740.88,397.02000000000004,1002.96,700.27,678.9600000000002,754.74,484.96999999999997,619.5500000000001,401.26,590.0600000000001,700.08,459.84,,,,,,,,,,,,,,,,,,,,,,,,,,,638.3399999999999,299.03000000000003
2015_8,625.67,348.03,248.20999999999998,313.45,816.32,439.96999999999997,744.99,634.3299999999999,488.75,445.57,406.7,401.34000000000003,263.14,303.65,466.37,565.6,550.38,418.26,239.53,535.8199999999999,373.42999999999995,553.9,328.88,391.21,603.71,,,,,,,,,,,,,,,,,,,,,,,,,,,460.31000000000006,193.82
2015_9,352.53999999999996,355.91,222.02,310.7,282.77,263.36,158.04,221.55,224.09,213.86,311.6,263.75,454.15,192.92000000000002,192.93,274.05,257.5,223.99999999999997,456.03999999999996,193.28,195.35000000000002,158.23000000000002,250.56,125.02000000000001,145.04,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,200.54000000000002
2015_10,114.5,149.37,103.95,94.28,117.17,135.28,131.2,171.78,140.82999999999998,90.13999999999999,113.22,134.92,105.28,87.53,224.42,148.9,112.49000000000001,189.62,222.11999999999998,202.32999999999998,142.34,87.24,99.11999999999999,140.91,113.06,,,,,,,,,,,,,,,,,,,,,,,,,,,134.87,196.83
2015_11,167.93,140.67,148.03000000000003,190.4,126.04000000000002,100.94999999999999,165.35999999999999,83.44999999999999,115.43,71.67,109.27000000000001,80.67000000000002,134.46,66.28,44.540000000000006,88.74000000000001,184.76,181.2,168.28000000000003,144.45999999999998,121.53,165.47,148.1,209.32000000000002,144.72,,,,,,,,,,,,,,,,,,,,,,,,,,,132.09,142.27
2015_12,112.66,60.260000000000005,102.69000000000001,105.69,58.81,99.51,44.510000000000005,83.82000000000001,68.21000000000001,72.03,45.93000000000001,86.03999999999999,48.10000000000001,110.92,71.74000000000001,108.12,59.34,65.98,81.23,44.58,43.15,97.66,45.56,139.7,103.19,,,,,,,,,,,,,,,,,,,,,,,,,,,78.38,77.59
2016_1,143.67000000000002,94.5,147.63,112.63,121.78999999999999,153.76999999999998,110.80000000000001,169.93,108.7,148.64,127.02000000000001,178.76000000000002,115.53999999999999,124.69,103.31,229.86,85.09,67.46000000000001,107.67000000000002,92.85,97.26,177.44,121.42,64.66,116.97,,,,,,,,,,,,,,,,,,,,,,,,,,,124.91,78.5
2016_2,99.27999999999999,179.16,176.08999999999997,206.32,189.9,203.82999999999998,190.05,190.93,208.88,149.60000000000002,150.91,155.87,201.64000000000001,76.06,229.06,111.91,111.77000000000001,146.06,80.66000000000001,166.2,152.76999999999998,174.07,181.25,137.79000000000002,205.60000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,163.01999999999998,173.01
2016_3,274.71000000000004,237.33999999999997,188.56,314.81,211.06,254.07000000000002,234.97,191.31,290.05,281.51,244.10000000000002,291.06,294.99,258.25,354.78999999999996,282.82,206.88,299.69,363.62,236.07,171.07999999999998,317.43999999999994,231.43,379.06,168.16,,,,,,,,,,,,,,,,,,,,,,,,,,,263.14,194.93
2016_4,251.20999999999998,426.29999999999995,395.77,316.51,290.91999999999996,234.06,378.99,404.40999999999997,270.68,356.28000000000003,161.6,276.8,315.41999999999996,409.53,462.57000000000005,602.34,200.44,386.75,335.66,301.03999999999996,186.57,196.89,357.96,453.38,339.12,,,,,,,,,,,,,,,,,,,,,,,,,,,332.44,215.55
2016_5,356.64,653.13,336.44000000000005,539.8,440.22,585.88,655.4499999999999,459.8,788.46,672.76,490.82000000000005,668.8,703.88,787.8900000000001,483.03,566.74,202.32999999999998,732.8299999999999,602.0,327.53,705.76,455.01,346.37,579.0999999999999,658.05,,,,,,,,,,,,,,,,,,,,,,,,,,,551.96,534.98
2016_6,777.26,1046.26,1123.3200000000002,883.3599999999999,781.3800000000001,596.66,742.1400000000001,701.03,455.42,882.5899999999999,619.8,357.16999999999996,615.72,909.1500000000001,809.75,658.13,301.14,429.99,648.4,1125.55,863.88,738.1500000000001,636.62,975.0,356.44,,,,,,,,,,,,,,,,,,,,,,,,,,,721.34,568.84
2016_7,1466.88,978.6999999999999,1072.24,985.98,1064.32,1110.1000000000001,708.18,768.45,848.23,609.06,517.09,612.02,1213.53,858.8699999999999,852.0899999999999,679.33,677.75,783.0,1022.72,591.77,1498.1999999999998,1046.1399999999999,842.71,758.48,1032.53,,,,,,,,,,,,,,,,,,,,,,,,,,,903.96,590.8199999999999
2016_8,481.47,450.4,212.57999999999998,494.84999999999997,682.86,493.99999999999994,465.66999999999996,723.49,495.83000000000004,300.06000000000006,427.21000000000004,386.99,630.82,487.84999999999997,331.77,510.61,239.34,647.15,601.0799999999999,692.5899999999999,446.31,442.8299999999999,146.43,373.0,515.41,,,,,,,,,,,,,,,,,,,,,,,,,,,467.2,265.81
2016_9,128.69,137.45,216.72,135.94000000000003,264.57,197.03,248.53999999999996,286.1,140.12,297.39,176.73999999999998,165.03,314.4,208.82999999999998,169.68,424.77,220.57999999999998,206.21,207.2,336.38,230.20999999999998,346.84,166.43,283.75,427.14,,,,,,,,,,,,,,,,,,,,,,,,,,,237.48,176.87
2016_10,267.26000000000005,140.51,202.8,135.49,63.11,94.48,137.44,82.13,172.09000000000003,77.27,125.39999999999999,105.18,72.35,190.51000000000002,103.35,93.5,83.9,132.6,176.01999999999998,60.86,98.36,162.33,117.83,134.52,138.45000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,126.71000000000001,162.3
2016_11,45.66,76.57,31.77,66.34,64.31,110.2,46.730000000000004,50.660000000000004,53.190000000000005,57.14,48.580000000000005,58.48,82.73,64.17,67.98,114.71000000000001,60.81,51.45,61.400000000000006,51.63,83.41,47.37,81.25999999999999,51.11,41.760000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,62.77,85.16000000000001
2016_12,64.37,74.86,52.019999999999996,89.83,63.42,76.42,70.37,32.56,102.7,66.52,90.74000000000001,78.24,51.92,50.519999999999996,93.16999999999999,52.019999999999996,44.96,52.86,90.23,50.730000000000004,58.03,74.49,63.32,74.64,83.09,,,,,,,,,,,,,,,,,,,,,,,,,,,68.08,92.53999999999999
2017_1,78.83,87.05,69.66,101.62,63.2,83.09,78.84,75.86,87.08,82.99000000000001,89.46000000000001,93.58,122.47,149.18,68.5,83.60000000000001,114.28,86.92,87.09,117.47999999999999,126.38999999999999,91.18,63.739999999999995,65.99,129.38,127.0,67.97,95.2,108.92999999999999,72.78999999999999,139.97,198.52999999999997,65.81,81.30000000000001,63.269999999999996,119.65,57.83,147.4,95.63,85.61,84.58,94.0,40.18000000000001,153.11,57.47,154.02,71.57,90.74,96.75999999999999,95.6,120.17,95.74000000000001,58.14
2017_2,89.53999999999999,192.81,107.13,186.60999999999999,113.98,136.89,134.65,96.81,158.53,246.42000000000002,145.91,126.59,137.66,138.48000000000002,98.21000000000001,201.26,158.05,95.34,98.88999999999999,305.57,102.82,213.07999999999998,164.82,139.39,147.45,95.84,102.74000000000001,214.90000000000003,150.91,123.83000000000001,159.54,200.35,125.42000000000002,109.19,160.92000000000002,249.12,121.87,157.20999999999998,102.85,183.59000000000003,126.55999999999999,125.81,140.39000000000001,149.14,130.11,129.72,136.43,165.76,191.22,214.96,137.35,149.85000000000002,110.67999999999999
2017_3,286.57,147.75,236.75,232.34999999999997,149.75,316.02,272.93999999999994,146.77,138.09,173.6,199.38,213.47000000000003,138.58999999999997,212.21,286.95,200.64999999999998,168.16,83.3,175.36,171.37,276.47,258.49,173.51999999999998,142.45,137.25,187.04999999999998,128.69,121.42,192.1,182.81,156.12,180.43,193.56,142.2,232.22000000000003,189.7,199.87,207.89999999999998,142.49,178.85000000000002,170.24,168.92000000000002,216.70000000000002,223.87,190.03,453.25,171.4,180.92000000000002,193.54,225.94,181.31,195.07999999999998,109.47
2017_4,350.46000000000004,329.20000000000005,280.98,318.81,408.13,255.82999999999998,367.89,201.86,232.31,251.16,283.34000000000003,270.91999999999996,414.3,308.74,267.22,530.67,253.62,246.9,125.45,269.17999999999995,330.2,311.5,200.04,263.64,361.93000000000006,257.03999999999996,264.94,261.69,436.62,174.62,265.33,287.09000000000003,193.42000000000002,456.31999999999994,293.93,226.05,292.66,312.32,300.84000000000003,476.85,267.71999999999997,121.34,267.46000000000004,148.44,325.76,295.13,219.5,222.51,271.5,344.33,336.36,289.29999999999995,170.44
